code | process | id | scheduler | title_code | order_code | client_code | client_name
TASK00106344 | Telenica1 QC Single pass | 106344 | chantal.beukman | TITLE11550 | ORDER02249 | CLIENT00007 | Warner Brothers
TASK00016230 | QC Primary Deliverable | 16230 | jennifer.olvey | TITLE01644 | ORDER00358 | CLIENT00007 | Warner Brothers
TASK00095029 | Spot QC | 95029 | johanna.mcgregor | TITLE10192 | ORDER02037 | CLIENT00042 | 20th Century Fox
TASK00046658 | Spot QC | 46658 | forest.robin | TITLE04682 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00085875 | Spot QC | 85875 | johanna.mcgregor | TITLE09011 | ORDER01805 | CLIENT00122 | 20th Century Television
TASK00127759 | QC | 127759 | vilma.rubio | TITLE14343 | ORDER03765 | CLIENT00047 | Fremantle
TASK00127751 | QC | 127751 | vilma.rubio | TITLE14342 | ORDER03765 | CLIENT00047 | Fremantle
TASK00060936 | Spot QC for TDS CC file | 60936 | celeste.noreen | TITLE06145 | ORDER01233 | CLIENT00042 | 20th Century Fox
TASK00013285 | Spot QC | 13285 | emma.klein | TITLE01360 | ORDER00294 | CLIENT00009 | Fox iTunes
TASK00068734 | QC | 68734 | michelle.holcombe | TITLE07043 | ORDER01450 | CLIENT00047 | Fremantle
TASK00043963 | Telenica1 QC Single pass | 43963 | jennifer.olvey | TITLE04372 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00075355 | Spot QC | 75355 | laura.szot | TITLE07824 | ORDER01565 | CLIENT00047 | Fremantle
TASK00074346 | QC | 74346 | vilma.rubio | TITLE07700 | ORDER01550 | CLIENT00047 | Fremantle
TASK00059084 | QC | 59084 | vilma.rubio | TITLE05960 | ORDER01080 | CLIENT00047 | Fremantle
TASK00035073 | QC | 35073 | emma.klein | TITLE03451 | ORDER00764 | CLIENT00047 | Fremantle
TASK00051031 | QC: SD SINGLE PASS | 51031 | adriana.amador | TITLE05049 | ORDER01045 | CLIENT00007 | Warner Brothers
TASK00023268 | QC | 23268 | jill.kuzma | TITLE02183 | ORDER00311 | CLIENT00007 | Warner Brothers
TASK00059205 | QC | 59205 | vilma.rubio | TITLE05975 | ORDER01080 | CLIENT00047 | Fremantle
TASK00056333 | Spot QC | 56333 | forest.robin | TITLE05658 | ORDER01043 | CLIENT00042 | 20th Century Fox
TASK00141837 | spot QC | 141837 | chantal.beukman | TITLE16187 | ORDER04404 | CLIENT00007 | Warner Brothers
TASK00026698 | Spot QC | 26698 | forest.robin | TITLE02547 | ORDER00603 | CLIENT00042 | 20th Century Fox
TASK00055011 | spot QC | 55011 | laura.szot | TITLE05492 | ORDER01107 | CLIENT00047 | Fremantle
TASK00055019 | spot QC | 55019 | laura.szot | TITLE05493 | ORDER01107 | CLIENT00047 | Fremantle
TASK00113732 | Spot QC | 113732 | johanna.mcgregor | TITLE12442 | ORDER03461 | CLIENT00042 | 20th Century Fox
TASK00039010 | QC | 39010 | emma.klein | TITLE03886 | ORDER00841 | CLIENT00047 | Fremantle
TASK00054477 | Spot QC Secondary Deliverables | 54477 | jennifer.olvey | TITLE05435 | ORDER01108 | CLIENT00007 | Warner Brothers
TASK00133875 | Spot QC | 133875 | forest.robin | TITLE15139 | ORDER04240 | CLIENT00042 | 20th Century Fox
TASK00127871 | QC | 127871 | vilma.rubio | TITLE14357 | ORDER03765 | CLIENT00047 | Fremantle
TASK00099949 | QC | 99949 | michelle.holcombe | TITLE10676 | ORDER02128 | CLIENT00047 | Fremantle
TASK00038680 | QC | 38680 | emma.klein | TITLE03853 | ORDER00838 | CLIENT00047 | Fremantle
TASK00019920 | Spot QC for TDS CC file | 19920 | johanna.mcgregor | TITLE01931 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00061754 | QC | 61754 | vilma.rubio | TITLE06242 | ORDER01098 | CLIENT00047 | Fremantle
TASK00062486 | spot QC | 62486 | emma.klein | TITLE06322 | ORDER00821 | CLIENT00047 | Fremantle
TASK00058866 | Spot QC | 58866 | forest.robin | TITLE05939 | ORDER01181 | CLIENT00042 | 20th Century Fox
TASK00044243 | QC | 44243 | emma.klein | TITLE04405 | ORDER00837 | CLIENT00047 | Fremantle
TASK00153974 | Spot QC | 153974 | adriana.amador | TITLE17796 | ORDER04581 | CLIENT00032 | Disney
TASK00097424 | QC | 97424 | vilma.rubio | TITLE10451 | ORDER02090 | CLIENT00047 | Fremantle
TASK00153394 | Spot QC | 153394 | adriana.amador | TITLE17733 | ORDER04581 | CLIENT00032 | Disney
TASK00018892 | QC | 18892 | jill.kuzma | TITLE01868 | ORDER00423 | CLIENT00007 | Warner Brothers
TASK00091283 | spot QC | 91283 | laura.szot | TITLE09659 | ORDER01915 | CLIENT00047 | Fremantle
TASK00057613 | QC | 57613 | laura.szot | TITLE05795 | ORDER01143 | CLIENT00047 | Fremantle
TASK00097855 | QC | 97855 | vilma.rubio | TITLE10491 | ORDER02104 | CLIENT00047 | Fremantle
TASK00072305 | Spot QC Secondary Deliverables | 72305 | jennifer.olvey | TITLE07469 | ORDER01517 | CLIENT00007 | Warner Brothers
TASK00079465 | QC | 79465 | michelle.holcombe | TITLE08283 | ORDER01666 | CLIENT00047 | Fremantle
TASK00077482 | QC | 77482 | laura.szot | TITLE08037 | ORDER01597 | CLIENT00047 | Fremantle
TASK00033725 | QC | 33725 | emma.klein | TITLE03258 | ORDER00728 | CLIENT00047 | Fremantle
TASK00087674 | QC | 87674 | jill.kuzma | TITLE09252 | ORDER01843 | CLIENT00007 | Warner Brothers
TASK00113547 | BQ Video Spot QC | 113547 | leanna.marsh | TITLE12423 | ORDER03452 | CLIENT00042 | 20th Century Fox
TASK00048414 | Spot QC | 48414 | forest.robin | TITLE04803 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00064982 | QC PAL DBC | 64982 | johanna.mcgregor | TITLE06617 | ORDER01379 | CLIENT00042 | 20th Century Fox
TASK00038820 | QC | 38820 | emma.klein | TITLE03867 | ORDER00839 | CLIENT00047 | Fremantle
TASK00022089 | QC | 22089 | michelle.holcombe | TITLE02074 | ORDER00245 | CLIENT00047 | Fremantle
TASK00022083 | Spot QC | 22083 | forest.robin | TITLE02073 | ORDER00479 | CLIENT00042 | 20th Century Fox
TASK00069240 | QC program | 69240 | laura.szot | TITLE07132 | ORDER00898 | CLIENT00047 | Fremantle
TASK00063898 | QC PAL DBC | 63898 | johanna.mcgregor | TITLE06490 | ORDER01333 | CLIENT00042 | 20th Century Fox
TASK00063897 | QC NTSC DBC | 63897 | johanna.mcgregor | TITLE06490 | ORDER01333 | CLIENT00042 | 20th Century Fox
TASK00125603 | spot QC | 125603 | chantal.beukman | TITLE14064 | ORDER03700 | CLIENT00007 | Warner Brothers
TASK00054392 | Spot QC Secondary Deliverables | 54392 | jennifer.olvey | TITLE05432 | ORDER01108 | CLIENT00007 | Warner Brothers
TASK00054391 | QC Primary Deliverable | 54391 | jennifer.olvey | TITLE05432 | ORDER01108 | CLIENT00007 | Warner Brothers
TASK00139886 | QC Sequence | 139886 | vilma.rubio | TITLE15379 | ORDER04291 | CLIENT00047 | Fremantle
TASK00114018 | QC | 114018 | sarah.louth | TITLE12493 | ORDER03473 | CLIENT00047 | Fremantle
TASK00026294 | QC | 26294 | jill.kuzma | TITLE02515 | ORDER00598 | CLIENT00007 | Warner Brothers
TASK00018908 | QC | 18908 | jill.kuzma | TITLE01869 | ORDER00424 | CLIENT00007 | Warner Brothers
TASK00030758 | Spot QC | 30758 | forest.robin | TITLE02966 | ORDER00435 | CLIENT00042 | 20th Century Fox
TASK00043476 | QC | 43476 | emma.klein | TITLE04315 | ORDER00648 | CLIENT00047 | Fremantle
TASK00138978 | QC | 138978 | vilma.rubio | TITLE15829 | ORDER04355 | CLIENT00047 | Fremantle
TASK00138970 | QC | 138970 | vilma.rubio | TITLE15828 | ORDER04355 | CLIENT00047 | Fremantle
TASK00071377 | QC program | 71377 | laura.szot | TITLE07380 | ORDER01497 | CLIENT00047 | Fremantle
TASK00107447 | Spot QC | 107447 | johanna.mcgregor | TITLE11681 | ORDER02278 | CLIENT00042 | 20th Century Fox
TASK00043755 | Telenica1 QC Single pass | 43755 | jennifer.olvey | TITLE04345 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00079449 | QC | 79449 | michelle.holcombe | TITLE08281 | ORDER01666 | CLIENT00047 | Fremantle
TASK00065796 | Spot QC | 65796 | forest.robin | TITLE06707 | ORDER01048 | CLIENT00042 | 20th Century Fox
TASK00019578 | Spot QC | 19578 | forest.robin | TITLE01078 | ORDER00253 | CLIENT00042 | 20th Century Fox
TASK00068011 | Spot QC | 68011 | celeste.noreen | TITLE06969 | ORDER01419 | CLIENT00042 | 20th Century Fox
TASK00038980 | QC | 38980 | emma.klein | TITLE03883 | ORDER00841 | CLIENT00047 | Fremantle
TASK00101064 | QC | 101064 | michelle.holcombe | TITLE10809 | ORDER02127 | CLIENT00047 | Fremantle
TASK00067558 | Spot QC | 67558 | celeste.noreen | TITLE06912 | ORDER01417 | CLIENT00042 | 20th Century Fox
TASK00037459 | QC Spot Check | 37459 | emma.klein | TITLE03721 | ORDER00824 | CLIENT00047 | Fremantle
TASK00077292 | QC | 77292 | vilma.rubio | TITLE08014 | ORDER01302 | CLIENT00047 | Fremantle
TASK00088265 | Spot QC | 88265 | johanna.mcgregor | TITLE09315 | ORDER01520 | CLIENT00042 | 20th Century Fox
TASK00038790 | QC | 38790 | emma.klein | TITLE03864 | ORDER00839 | CLIENT00047 | Fremantle
TASK00099828 | spot QC | 99828 | vilma.rubio | TITLE10663 | ORDER02097 | CLIENT00047 | Fremantle
TASK00057580 | QC | 57580 | vilma.rubio | TITLE05791 | ORDER01098 | CLIENT00047 | Fremantle
TASK00057588 | QC | 57588 | vilma.rubio | TITLE05792 | ORDER01098 | CLIENT00047 | Fremantle
TASK00056674 | Spot QC | 56674 | forest.robin | TITLE05689 | ORDER01041 | CLIENT00042 | 20th Century Fox
TASK00125520 | QC | 125520 | vilma.rubio | TITLE14052 | ORDER03697 | CLIENT00047 | Fremantle
TASK00053916 | QC | 53916 | vilma.rubio | TITLE05394 | ORDER01098 | CLIENT00047 | Fremantle
TASK00040615 | Spot QC | 40615 | forest.robin | TITLE04035 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00122067 | Spot QC | 122067 | johanna.mcgregor | TITLE13621 | ORDER03638 | CLIENT00042 | 20th Century Fox
TASK00122063 | QC | 122063 | michelle.holcombe | TITLE13620 | ORDER02127 | CLIENT00047 | Fremantle
TASK00142509 | SpotQC | 142509 | forest.robin | TITLE16280 | ORDER04418 | CLIENT00042 | 20th Century Fox
TASK00057310 | Spot QC | 57310 | forest.robin | TITLE05756 | ORDER01040 | CLIENT00042 | 20th Century Fox
TASK00069070 | QC | 69070 | michelle.holcombe | TITLE07104 | ORDER01457 | CLIENT00047 | Fremantle
TASK00088718 | Spot QC | 88718 | laura.szot | TITLE09096 | ORDER01804 | CLIENT00047 | Fremantle
TASK00036659 | QC | 36659 | emma.klein | TITLE03617 | ORDER00555 | CLIENT00047 | Fremantle
TASK00036651 | QC | 36651 | emma.klein | TITLE03616 | ORDER00555 | CLIENT00047 | Fremantle
TASK00020427 | Spot QC for TDS CC file | 20427 | johanna.mcgregor | TITLE01976 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00020426 | Full Audio QC | 20426 | johanna.mcgregor | TITLE01976 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00052153 | Telenica1 QC Single pass | 52153 | adriana.amador | TITLE05166 | ORDER01058 | CLIENT00007 | Warner Brothers
TASK00043851 | Telenica1 QC Single pass | 43851 | jennifer.olvey | TITLE04358 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00050136 | QC | 50136 | laura.szot | TITLE04972 | ORDER01015 | CLIENT00047 | Fremantle
TASK00121516 | Spot QC | 121516 | forest.robin | TITLE13540 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00125443 | QC | 125443 | vilma.rubio | TITLE14041 | ORDER03697 | CLIENT00047 | Fremantle
TASK00093361 | QC | 93361 | michelle.holcombe | TITLE09701 | ORDER01947 | CLIENT00047 | Fremantle
TASK00038058 | QC Spot Check File Matches Spec | 38058 | emma.klein | TITLE03786 | ORDER00821 | CLIENT00047 | Fremantle
TASK00156317 | Spot QC | 156317 | adriana.amador | TITLE18044 | ORDER04655 | CLIENT00032 | Disney
TASK00016126 | QC Primary Deliverable | 16126 | jennifer.olvey | TITLE01640 | ORDER00358 | CLIENT00007 | Warner Brothers
TASK00062674 | Spot QC | 62674 | forest.robin | TITLE06339 | ORDER00436 | CLIENT00042 | 20th Century Fox
TASK00134765 | Spot QC - Video Files | 134765 | leanna.marsh | TITLE15224 | ORDER04277 | CLIENT00042 | 20th Century Fox
TASK00128185 | QC | 128185 | vilma.rubio | TITLE14393 | ORDER03784 | CLIENT00047 | Fremantle
TASK00059330 | Spot QC | 59330 | forest.robin | TITLE05987 | ORDER01219 | CLIENT00042 | 20th Century Fox
TASK00038610 | QC | 38610 | emma.klein | TITLE03846 | ORDER00838 | CLIENT00047 | Fremantle
TASK00156888 | Spot QC | 156888 | adriana.amador | TITLE18099 | ORDER04657 | CLIENT00032 | Disney
TASK00112128 | QC | 112128 | vilma.rubio | TITLE12258 | ORDER01444 | CLIENT00047 | Fremantle
TASK00041733 | Telenica1 QC Single pass | 41733 | jennifer.olvey | TITLE04122 | ORDER00869 | CLIENT00007 | Warner Brothers
TASK00058921 | Spot QC | 58921 | forest.robin | TITLE05944 | ORDER01181 | CLIENT00042 | 20th Century Fox
TASK00032222 | Spot QC | 32222 | forest.robin | TITLE03093 | ORDER00635 | CLIENT00042 | 20th Century Fox
TASK00017196 | QC | 17196 | jill.kuzma | TITLE01721 | ORDER00374 | CLIENT00007 | Warner Brothers
TASK00059600 | Spot QC | 59600 | forest.robin | TITLE06002 | ORDER01219 | CLIENT00042 | 20th Century Fox
TASK00032661 | Spot QC | 32661 | forest.robin | TITLE03132 | ORDER00643 | CLIENT00042 | 20th Century Fox
TASK00073039 | Spot QC | 73039 | forest.robin | TITLE07548 | ORDER01049 | CLIENT00042 | 20th Century Fox
TASK00010533 | QC Primary Deliverable | 10533 | forest.robin | TITLE01066 | ORDER00250 | CLIENT00007 | Warner Brothers
TASK00058373 | Stereo M&E Audio QC | 58373 | johanna.mcgregor | TITLE04949 | ORDER01009 | CLIENT00042 | 20th Century Fox
TASK00064957 | QC PAL DBC | 64957 | johanna.mcgregor | TITLE06615 | ORDER01374 | CLIENT00042 | 20th Century Fox
TASK00054504 | QC Primary Deliverable | 54504 | jennifer.olvey | TITLE05436 | ORDER01108 | CLIENT00007 | Warner Brothers
TASK00152175 | spot QC | 152175 | vilma.rubio | TITLE17580 | ORDER02874 | CLIENT00047 | Fremantle
TASK00153804 | Spot QC | 153804 | adriana.amador | TITLE17779 | ORDER04581 | CLIENT00032 | Disney
TASK00011606 | Spot QC | 11606 | johanna.mcgregor | TITLE01178 | ORDER00273 | CLIENT00042 | 20th Century Fox
TASK00082427 | Spot QC | 82427 | forest.robin | TITLE08627 | ORDER01705 | CLIENT00042 | 20th Century Fox
TASK00122357 | Telenica1 QC Single pass | 122357 | chantal.beukman | TITLE13661 | ORDER03660 | CLIENT00007 | Warner Brothers
TASK00072275 | Full Audio QC | 72275 | johanna.mcgregor | TITLE07468 | ORDER01516 | CLIENT00042 | 20th Century Fox
TASK00072276 | EST spot QC | 72276 | johanna.mcgregor | TITLE07468 | ORDER01516 | CLIENT00042 | 20th Century Fox
TASK00072273 | SCC and XML CC file spot QC | 72273 | johanna.mcgregor | TITLE07468 | ORDER01516 | CLIENT00042 | 20th Century Fox
TASK00072272 | .TDS CC full QC | 72272 | johanna.mcgregor | TITLE07468 | ORDER01516 | CLIENT00042 | 20th Century Fox
TASK00032529 | Spot QC | 32529 | forest.robin | TITLE03120 | ORDER00643 | CLIENT00042 | 20th Century Fox
TASK00064676 | QC | 64676 | vilma.rubio | TITLE06594 | ORDER01098 | CLIENT00047 | Fremantle
TASK00019388 | QC | 19388 | jill.kuzma | TITLE01904 | ORDER00430 | CLIENT00007 | Warner Brothers
TASK00062931 | Spot QC | 62931 | forest.robin | TITLE06370 | ORDER01179 | CLIENT00042 | 20th Century Fox
TASK00013756 | Spot QC | 13756 | emma.klein | TITLE01382 | ORDER00302 | CLIENT00042 | 20th Century Fox
TASK00059742 | QC program | 59742 | laura.szot | TITLE06014 | ORDER00898 | CLIENT00047 | Fremantle
TASK00106182 | Telenica1 QC Single pass | 106182 | chantal.beukman | TITLE11531 | ORDER02249 | CLIENT00007 | Warner Brothers
TASK00119803 | QC | 119803 | vilma.rubio | TITLE13265 | ORDER02122 | CLIENT00047 | Fremantle
TASK00113434 | Spot QC | 113434 | johanna.mcgregor | TITLE12416 | ORDER03450 | CLIENT00042 | 20th Century Fox
TASK00111639 | Amberfin QC | 111639 | chantal.beukman | TITLE12194 | ORDER02352 | CLIENT00007 | Warner Brothers
TASK00012853 | Spot QC | 12853 | emma.klein | TITLE01318 | ORDER00290 | CLIENT00042 | 20th Century Fox
TASK00122497 | Spot QC | 122497 | forest.robin | TITLE13680 | ORDER03661 | CLIENT00042 | 20th Century Fox
TASK00040087 | Spot QC | 40087 | forest.robin | TITLE04002 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00077434 | QC | 77434 | laura.szot | TITLE08031 | ORDER01597 | CLIENT00047 | Fremantle
TASK00041353 | Spot QC | 41353 | forest.robin | TITLE04096 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00011190 | Spot QC | 11190 | forest.robin | TITLE01129 | ORDER00262 | CLIENT00042 | 20th Century Fox
TASK00100005 | QC | 100005 | michelle.holcombe | TITLE10683 | ORDER02128 | CLIENT00047 | Fremantle
TASK00125394 | QC | 125394 | vilma.rubio | TITLE14034 | ORDER03697 | CLIENT00047 | Fremantle
TASK00061497 | Spot QC | 61497 | laura.szot | TITLE06216 | ORDER01212 | CLIENT00047 | Fremantle
TASK00133961 | Spot QC | 133961 | forest.robin | TITLE15145 | ORDER04240 | CLIENT00042 | 20th Century Fox
TASK00153454 | Spot QC | 153454 | adriana.amador | TITLE17739 | ORDER04581 | CLIENT00032 | Disney
TASK00111304 | Amberfin QC | 111304 | chantal.beukman | TITLE12155 | ORDER02349 | CLIENT00007 | Warner Brothers
TASK00116959 | QC | 116959 | sarah.louth | TITLE12873 | ORDER02290 | CLIENT00047 | Fremantle
TASK00104023 | Telenica1 QC Single pass | 104023 | chantal.beukman | TITLE11231 | ORDER02228 | CLIENT00007 | Warner Brothers
TASK00121422 | Spot QC | 121422 | forest.robin | TITLE13522 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00061865 | Spot QC | 61865 | forest.robin | TITLE06254 | ORDER00436 | CLIENT00042 | 20th Century Fox
TASK00056531 | Spot QC | 56531 | forest.robin | TITLE05676 | ORDER01042 | CLIENT00042 | 20th Century Fox
TASK00046562 | Spot QC | 46562 | forest.robin | TITLE04676 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00077067 | Spot QC | 77067 | vilma.rubio | TITLE07946 | ORDER01172 | CLIENT00047 | Fremantle
TASK00062816 | Spot QC | 62816 | forest.robin | TITLE06356 | ORDER01183 | CLIENT00042 | 20th Century Fox
TASK00018321 | QC | 18321 | jill.kuzma | TITLE01822 | ORDER00402 | CLIENT00007 | Warner Brothers
TASK00047218 | Spot QC | 47218 | forest.robin | TITLE04719 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00026017 | QC | 26017 | jill.kuzma | TITLE02488 | ORDER00588 | CLIENT00007 | Warner Brothers
TASK00041218 | QC | 41218 | emma.klein | TITLE04085 | ORDER00837 | CLIENT00047 | Fremantle
TASK00125478 | QC | 125478 | vilma.rubio | TITLE14046 | ORDER03697 | CLIENT00047 | Fremantle
TASK00068538 | QC | 68538 | michelle.holcombe | TITLE07022 | ORDER01449 | CLIENT00047 | Fremantle
TASK00048178 | Spot QC | 48178 | forest.robin | TITLE04789 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00026650 | Spot QC | 26650 | forest.robin | TITLE02544 | ORDER00603 | CLIENT00042 | 20th Century Fox
TASK00138986 | QC | 138986 | vilma.rubio | TITLE15830 | ORDER04355 | CLIENT00047 | Fremantle
TASK00133616 | QC Sequence Verification | 133616 | vilma.rubio | TITLE15100 | ORDER04225 | CLIENT00047 | Fremantle
TASK00043931 | Telenica1 QC Single pass | 43931 | jennifer.olvey | TITLE04368 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00075930 | BQ Audio Spot QC | 75930 | celeste.noreen | TITLE07887 | ORDER01461 | CLIENT00042 | 20th Century Fox
TASK00126969 | Spot QC | 126969 | johanna.mcgregor | TITLE14253 | ORDER03729 | CLIENT00042 | 20th Century Fox
TASK00073575 | QC | 73575 | vilma.rubio | TITLE07609 | ORDER01098 | CLIENT00047 | Fremantle
TASK00125471 | QC | 125471 | vilma.rubio | TITLE14045 | ORDER03697 | CLIENT00047 | Fremantle
TASK00042850 | MR | 42850 | laura.szot | TITLE04253 | ORDER00898 | CLIENT00047 | Fremantle
TASK00057558 | Spot QC | 57558 | forest.robin | TITLE05790 | ORDER01048 | CLIENT00042 | 20th Century Fox
TASK00067586 | Spot QC | 67586 | celeste.noreen | TITLE06914 | ORDER01418 | CLIENT00042 | 20th Century Fox
TASK00017180 | QC | 17180 | jill.kuzma | TITLE01720 | ORDER00373 | CLIENT00007 | Warner Brothers
TASK00134827 | Vision QC | 134827 | forest.robin | TITLE15234 | ORDER04270 | CLIENT00043 | Fox Latin America
TASK00115942 | spot QC | 115942 | chantal.beukman | TITLE12740 | ORDER03530 | CLIENT00007 | Warner Brothers
TASK00083842 | spot QC | 83842 | jennifer.olvey | TITLE08785 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083843 | spot QC | 83843 | jennifer.olvey | TITLE08785 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083846 | spot QC | 83846 | jennifer.olvey | TITLE08785 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00083845 | spot QC | 83845 | jennifer.olvey | TITLE08785 | ORDER01736 | CLIENT00007 | Warner Brothers
TASK00120653 | spot QC | 120653 | vilma.rubio | TITLE13406 | ORDER03649 | CLIENT00047 | Fremantle
TASK00121408 | Spot QC | 121408 | forest.robin | TITLE13515 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00121406 | Spot QC | 121406 | forest.robin | TITLE13514 | ORDER03655 | CLIENT00042 | 20th Century Fox
TASK00122655 | Spot QC | 122655 | forest.robin | TITLE13700 | ORDER03602 | CLIENT00042 | 20th Century Fox
TASK00071443 | QC program | 71443 | laura.szot | TITLE07384 | ORDER01497 | CLIENT00047 | Fremantle
TASK00130679 | SpotQC | 130679 | forest.robin | TITLE14705 | ORDER04119 | CLIENT00042 | 20th Century Fox
TASK00069083 | QC | 69083 | michelle.holcombe | TITLE07105 | ORDER01457 | CLIENT00047 | Fremantle
TASK00059028 | QC | 59028 | vilma.rubio | TITLE05953 | ORDER01080 | CLIENT00047 | Fremantle
TASK00108416 | spot QC | 108416 | michelle.holcombe | TITLE11786 | ORDER02292 | CLIENT00047 | Fremantle
TASK00139018 | QC | 139018 | vilma.rubio | TITLE15834 | ORDER04355 | CLIENT00047 | Fremantle
TASK00040551 | Spot QC | 40551 | forest.robin | TITLE04031 | ORDER00854 | CLIENT00042 | 20th Century Fox
TASK00072481 | Spot QC | 72481 | celeste.noreen | TITLE07487 | ORDER01392 | CLIENT00042 | 20th Century Fox
TASK00030780 | Spot QC | 30780 | forest.robin | TITLE02968 | ORDER00435 | CLIENT00042 | 20th Century Fox
TASK00103443 | QC | 103443 | michelle.holcombe | TITLE11146 | ORDER02209 | CLIENT00047 | Fremantle
TASK00146297 | Full QC - 5.1 Audio | 146297 | leanna.marsh | TITLE16816 | ORDER04498 | CLIENT00042 | 20th Century Fox
TASK00146299 | QC DV | 146299 | leanna.marsh | TITLE16816 | ORDER04498 | CLIENT00042 | 20th Century Fox
TASK00009252 | Spot QC | 9252 | forest.robin | TITLE00925 | ORDER00192 | CLIENT00042 | 20th Century Fox
TASK00077941 | QC program | 77941 | laura.szot | TITLE08091 | ORDER00898 | CLIENT00047 | Fremantle
TASK00100300 | Spot QC | 100300 | johanna.mcgregor | TITLE10720 | ORDER02139 | CLIENT00042 | 20th Century Fox
TASK00043955 | Telenica1 QC Single pass | 43955 | jennifer.olvey | TITLE04371 | ORDER00920 | CLIENT00007 | Warner Brothers
TASK00021035 | Spot QC for TDS CC file | 21035 | johanna.mcgregor | TITLE01926 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00021034 | Full Audio QC | 21034 | johanna.mcgregor | TITLE01926 | ORDER00428 | CLIENT00042 | 20th Century Fox
TASK00144639 | Subtitle QC 12 | 144639 | forest.robin | TITLE16574 | ORDER04472 | CLIENT00042 | 20th Century Fox
TASK00144632 | Subtitle QC 8 | 144632 | forest.robin | TITLE16574 | ORDER04472 | CLIENT00042 | 20th Century Fox
TASK00144631 | Subtitle QC 7 | 144631 | forest.robin | TITLE16574 | ORDER04472 | CLIENT00042 | 20th Century Fox
TASK00144637 | Subtitle QC 11 | 144637 | forest.robin | TITLE16574 | ORDER04472 | CLIENT00042 | 20th Century Fox
TASK00144635 | Subtitle QC 10 | 144635 | forest.robin | TITLE16574 | ORDER04472 | CLIENT00042 | 20th Century Fox
TASK00105646 | Telenica1 QC Single pass | 105646 | chantal.beukman | TITLE11461 | ORDER02253 | CLIENT00007 | Warner Brothers
TASK00097605 | QC | 97605 | laura.szot | TITLE10466 | ORDER01484 | CLIENT00047 | Fremantle
TASK00057168 | QC | 57168 | laura.szot | TITLE05748 | ORDER01142 | CLIENT00047 | Fremantle
TASK00057160 | QC | 57160 | laura.szot | TITLE05747 | ORDER01142 | CLIENT00047 | Fremantle
TASK00025845 | QC | 25845 | jill.kuzma | TITLE02477 | ORDER00581 | CLIENT00007 | Warner Brothers
TASK00115620 | QC | 115620 | david.featherstone | TITLE12703 | ORDER03526 | CLIENT00047 | Fremantle
TASK00115628 | QC | 115628 | david.featherstone | TITLE12704 | ORDER03526 | CLIENT00047 | Fremantle
TASK00047154 | Spot QC | 47154 | forest.robin | TITLE04715 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00153544 | Spot QC | 153544 | adriana.amador | TITLE17748 | ORDER04581 | CLIENT00032 | Disney
TASK00054884 | Spot QC | 54884 | celeste.noreen | TITLE05475 | ORDER01104 | CLIENT00042 | 20th Century Fox
TASK00068747 | QC | 68747 | michelle.holcombe | TITLE07044 | ORDER01450 | CLIENT00047 | Fremantle
TASK00068741 | QC | 68741 | michelle.holcombe | TITLE07044 | ORDER01450 | CLIENT00047 | Fremantle
TASK00072996 | QC | 72996 | vilma.rubio | TITLE07543 | ORDER01098 | CLIENT00047 | Fremantle
TASK00069626 | QC program | 69626 | laura.szot | TITLE07158 | ORDER00898 | CLIENT00047 | Fremantle
TASK00056366 | Spot QC | 56366 | forest.robin | TITLE05661 | ORDER01043 | CLIENT00042 | 20th Century Fox
TASK00097593 | QC | 97593 | laura.szot | TITLE10465 | ORDER01484 | CLIENT00047 | Fremantle
TASK00051063 | QC: SD SINGLE PASS | 51063 | adriana.amador | TITLE05053 | ORDER01045 | CLIENT00007 | Warner Brothers
TASK00061014 | spot QC | 61014 | laura.szot | TITLE06156 | ORDER01211 | CLIENT00047 | Fremantle
TASK00055043 | spot QC | 55043 | laura.szot | TITLE05496 | ORDER01107 | CLIENT00047 | Fremantle
TASK00046946 | Spot QC | 46946 | forest.robin | TITLE04702 | ORDER00974 | CLIENT00042 | 20th Century Fox
TASK00061615 | QC | 61615 | laura.szot | TITLE06227 | ORDER01212 | CLIENT00047 | Fremantle
